image,label
"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]",healthy
"[[[0.93305322 0.93305322 0.93305322]
  [0.93311325 0.93311325 0.93311325]
  [0.93473389 0.93473389 0.93473389]
  ...
  [0.92156863 0.92156863 0.92156863]
  [0.92442977 0.92442977 0.92442977]
  [0.92521008 0.92521008 0.92521008]]

 [[0.92941176 0.92941176 0.92941176]
  [0.93007203 0.93007203 0.93007203]
  [0.93389356 0.93389356 0.93389356]
  ...
  [0.92102841 0.92102841 0.92102841]
  [0.92072829 0.92072829 0.92072829]
  [0.92072829 0.92072829 0.92072829]]

 [[0.92941176 0.92941176 0.92941176]
  [0.92911164 0.92911164 0.92911164]
  [0.92941176 0.92941176 0.92941176]
  ...
  [0.9167467  0.9167467  0.9167467 ]
  [0.91484594 0.91484594 0.91484594]
  [0.91484594 0.91484594 0.91484594]]

 ...

 [[0.94117647 0.94117647 0.94117647]
  [0.94117647 0.94117647 0.94117647]
  [0.94117647 0.94117647 0.94117647]
  ...
  [0.92458984 0.92458984 0.92458984]
  [0.92857143 0.92857143 0.92857143]
  [0.9317527  0.9317527  0.9317527 ]]

 [[0.93831533 0.93831533 0.93831533]
  [0.94117647 0.94117647 0.94117647]
  [0.94007603 0.94007603 0.94007603]
  ...
  [0.91990796 0.91990796 0.91990796]
  [0.92791116 0.92791116 0.92791116]
  [0.93305322 0.93305322 0.93305322]]

 [[0.93389356 0.93389356 0.93389356]
  [0.93753501 0.93753501 0.93753501]
  [0.93743497 0.93743497 0.93743497]
  ...
  [0.91512605 0.91512605 0.91512605]
  [0.92408964 0.92408964 0.92408964]
  [0.92941176 0.92941176 0.92941176]]]",healthy
"[[[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 ...

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]]",healthy
"[[[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 ...

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]]",healthy
"[[[0.92128852 0.92128852 0.92128852]
  [0.91148459 0.91148459 0.91148459]
  [0.91334534 0.91334534 0.91334534]
  ...
  [0.91762705 0.91762705 0.91762705]
  [0.8864946  0.8864946  0.8864946 ]
  [0.86162465 0.86162465 0.86162465]]

 [[0.92661064 0.92661064 0.92661064]
  [0.91680672 0.91680672 0.91680672]
  [0.91676671 0.91676671 0.91676671]
  ...
  [0.93321329 0.93321329 0.93321329]
  [0.90998399 0.90998399 0.90998399]
  [0.88571429 0.88571429 0.88571429]]

 [[0.93147259 0.93147259 0.93147259]
  [0.92356943 0.92356943 0.92356943]
  [0.92202881 0.92202881 0.92202881]
  ...
  [0.94755902 0.94755902 0.94755902]
  [0.93241297 0.93241297 0.93241297]
  [0.91258503 0.91258503 0.91258503]]

 ...

 [[0.9110044  0.9110044  0.9110044 ]
  [0.93213285 0.93213285 0.93213285]
  [0.94777911 0.94777911 0.94777911]
  ...
  [0.8379952  0.8379952  0.8379952 ]
  [0.87428972 0.87428972 0.87428972]
  [0.90656263 0.90656263 0.90786315]]

 [[0.91714686 0.91714686 0.91714686]
  [0.93657463 0.93657463 0.93657463]
  [0.94703882 0.94703882 0.94703882]
  ...
  [0.85904362 0.85904362 0.85904362]
  [0.88173269 0.88173269 0.88173269]
  [0.90822329 0.90822329 0.90822329]]

 [[0.92553021 0.92553021 0.92553021]
  [0.93591437 0.93591437 0.93591437]
  [0.93987595 0.93987595 0.93987595]
  ...
  [0.88747499 0.88747499 0.88747499]
  [0.89477791 0.89477791 0.89477791]
  [0.90892357 0.90892357 0.90892357]]]",healthy
"[[[0.91666667 0.91666667 0.91666667]
  [0.92917167 0.92917167 0.92917167]
  [0.92729092 0.92729092 0.92729092]
  ...
  [0.94711885 0.94711885 0.94711885]
  [0.94145658 0.94145658 0.94145658]
  [0.93665466 0.93665466 0.93665466]]

 [[0.93667467 0.93667467 0.93667467]
  [0.91956783 0.91956783 0.91956783]
  [0.91660664 0.91660664 0.91660664]
  ...
  [0.92643057 0.92643057 0.92643057]
  [0.92378952 0.92378952 0.92378952]
  [0.92911164 0.92911164 0.92911164]]

 [[0.92164866 0.92164866 0.92164866]
  [0.90890356 0.90890356 0.90890356]
  [0.91956783 0.91956783 0.91956783]
  ...
  [0.93777511 0.93777511 0.93777511]
  [0.92396959 0.92396959 0.92396959]
  [0.94471789 0.94471789 0.94471789]]

 ...

 [[0.94051621 0.94051621 0.94051621]
  [0.93293317 0.93293317 0.93293317]
  [0.92735094 0.92735094 0.92735094]
  ...
  [0.94555822 0.94555822 0.94555822]
  [0.95440176 0.95440176 0.95440176]
  [0.93443377 0.93443377 0.93443377]]

 [[0.94173669 0.94173669 0.94173669]
  [0.93173269 0.93173269 0.93173269]
  [0.9140056  0.9140056  0.9140056 ]
  ...
  [0.94383754 0.94383754 0.94383754]
  [0.94497799 0.94497799 0.94497799]
  [0.92971188 0.92971188 0.92971188]]

 [[0.92971188 0.92971188 0.92971188]
  [0.9167467  0.9167467  0.9167467 ]
  [0.8992597  0.8992597  0.8992597 ]
  ...
  [0.93997599 0.93997599 0.93997599]
  [0.92673069 0.92673069 0.92673069]
  [0.93203281 0.93203281 0.93203281]]]",healthy
"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]",healthy
"[[[0.93665466 0.93665466 0.93665466]
  [0.94145658 0.94145658 0.94145658]
  [0.94711885 0.94711885 0.94711885]
  ...
  [0.92729092 0.92729092 0.92729092]
  [0.92917167 0.92917167 0.92917167]
  [0.91666667 0.91666667 0.91666667]]

 [[0.92911164 0.92911164 0.92911164]
  [0.92378952 0.92378952 0.92378952]
  [0.92643057 0.92643057 0.92643057]
  ...
  [0.91660664 0.91660664 0.91660664]
  [0.91956783 0.91956783 0.91956783]
  [0.93667467 0.93667467 0.93667467]]

 [[0.94471789 0.94471789 0.94471789]
  [0.92396959 0.92396959 0.92396959]
  [0.93777511 0.93777511 0.93777511]
  ...
  [0.91956783 0.91956783 0.91956783]
  [0.90890356 0.90890356 0.90890356]
  [0.92164866 0.92164866 0.92164866]]

 ...

 [[0.93443377 0.93443377 0.93443377]
  [0.95440176 0.95440176 0.95440176]
  [0.94555822 0.94555822 0.94555822]
  ...
  [0.92735094 0.92735094 0.92735094]
  [0.93293317 0.93293317 0.93293317]
  [0.94051621 0.94051621 0.94051621]]

 [[0.92971188 0.92971188 0.92971188]
  [0.94497799 0.94497799 0.94497799]
  [0.94383754 0.94383754 0.94383754]
  ...
  [0.9140056  0.9140056  0.9140056 ]
  [0.93173269 0.93173269 0.93173269]
  [0.94173669 0.94173669 0.94173669]]

 [[0.93203281 0.93203281 0.93203281]
  [0.92673069 0.92673069 0.92673069]
  [0.93997599 0.93997599 0.93997599]
  ...
  [0.8992597  0.8992597  0.8992597 ]
  [0.9167467  0.9167467  0.9167467 ]
  [0.92971188 0.92971188 0.92971188]]]",healthy
"[[[0.93665466 0.93665466 0.93665466]
  [0.94145658 0.94145658 0.94145658]
  [0.94711885 0.94711885 0.94711885]
  ...
  [0.92729092 0.92729092 0.92729092]
  [0.92917167 0.92917167 0.92917167]
  [0.91666667 0.91666667 0.91666667]]

 [[0.92911164 0.92911164 0.92911164]
  [0.92378952 0.92378952 0.92378952]
  [0.92643057 0.92643057 0.92643057]
  ...
  [0.91660664 0.91660664 0.91660664]
  [0.91956783 0.91956783 0.91956783]
  [0.93667467 0.93667467 0.93667467]]

 [[0.94471789 0.94471789 0.94471789]
  [0.92396959 0.92396959 0.92396959]
  [0.93777511 0.93777511 0.93777511]
  ...
  [0.91956783 0.91956783 0.91956783]
  [0.90890356 0.90890356 0.90890356]
  [0.92164866 0.92164866 0.92164866]]

 ...

 [[0.93443377 0.93443377 0.93443377]
  [0.95440176 0.95440176 0.95440176]
  [0.94555822 0.94555822 0.94555822]
  ...
  [0.92735094 0.92735094 0.92735094]
  [0.93293317 0.93293317 0.93293317]
  [0.94051621 0.94051621 0.94051621]]

 [[0.92971188 0.92971188 0.92971188]
  [0.94497799 0.94497799 0.94497799]
  [0.94383754 0.94383754 0.94383754]
  ...
  [0.9140056  0.9140056  0.9140056 ]
  [0.93173269 0.93173269 0.93173269]
  [0.94173669 0.94173669 0.94173669]]

 [[0.93203281 0.93203281 0.93203281]
  [0.92673069 0.92673069 0.92673069]
  [0.93997599 0.93997599 0.93997599]
  ...
  [0.8992597  0.8992597  0.8992597 ]
  [0.9167467  0.9167467  0.9167467 ]
  [0.92971188 0.92971188 0.92971188]]]",healthy
"[[[0.90936375 0.90936375 0.90936375]
  [0.94447779 0.94447779 0.94447779]
  [0.9512405  0.9512405  0.9512405 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.45696279 0.45696279 0.45696279]
  [0.92765106 0.92765106 0.92765106]
  [0.92723089 0.92723089 0.92723089]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.13043217 0.13043217 0.13043217]
  [0.8442377  0.8442377  0.8442377 ]
  [0.93261305 0.93261305 0.93261305]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.92515006 0.92515006 0.92515006]
  [0.92016807 0.92016807 0.92016807]
  [0.93233293 0.93233293 0.93233293]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.92102841 0.92102841 0.92102841]
  [0.90554222 0.90554222 0.90554222]
  [0.91102441 0.91102441 0.91102441]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.92416967 0.92416967 0.92416967]
  [0.92310924 0.92310924 0.92310924]
  [0.94433774 0.94433774 0.94433774]]]",healthy
"[[[0.09803922 0.09803922 0.09803922]
  [0.08009204 0.08009204 0.08009204]
  [0.01298519 0.01298519 0.01298519]
  ...
  [0.04887955 0.04887955 0.04887955]
  [0.07681072 0.07681072 0.07681072]
  [0.09109644 0.09109644 0.09109644]]

 [[0.07931172 0.07931172 0.07931172]
  [0.09389756 0.09389756 0.09389756]
  [0.08561425 0.08561425 0.08561425]
  ...
  [0.09803922 0.09803922 0.09803922]
  [0.03157263 0.03157263 0.03157263]
  [0.00252101 0.00252101 0.00252101]]

 [[0.04185674 0.04185674 0.04185674]
  [0.08561425 0.08561425 0.08561425]
  [0.0487595  0.0487595  0.0487595 ]
  ...
  [0.08653461 0.08653461 0.08653461]
  [0.03201281 0.03201281 0.03201281]
  [0.03819528 0.03819528 0.03819528]]

 ...

 [[0.07793117 0.07793117 0.07793117]
  [0.03501401 0.03501401 0.03501401]
  [0.04551821 0.04551821 0.04551821]
  ...
  [0.07823129 0.07823129 0.07823129]
  [0.04851941 0.04851941 0.04851941]
  [0.03501401 0.03501401 0.03501401]]

 [[0.09653862 0.09653862 0.09653862]
  [0.06052421 0.06052421 0.06052421]
  [0.0240096  0.0240096  0.0240096 ]
  ...
  [0.05578231 0.05578231 0.05578231]
  [0.00912365 0.00912365 0.00912365]
  [0.         0.         0.        ]]

 [[0.09361745 0.09361745 0.09361745]
  [0.04789916 0.04789916 0.04789916]
  [0.09253701 0.09253701 0.09253701]
  ...
  [0.03315326 0.03315326 0.03315326]
  [0.07741096 0.07741096 0.07741096]
  [0.09103641 0.09103641 0.09103641]]]",healthy
"[[[0.01256503 0.01256503 0.01256503]
  [0.18731493 0.18731493 0.18731493]
  [0.37889156 0.37889156 0.37889156]
  ...
  [0.15412165 0.15412165 0.15412165]
  [0.284994   0.284994   0.284994  ]
  [0.02346939 0.02346939 0.02346939]]

 [[0.0090036  0.0090036  0.0090036 ]
  [0.1562425  0.1562425  0.1562425 ]
  [0.34877951 0.34877951 0.34877951]
  ...
  [0.20392157 0.20392157 0.20392157]
  [0.27629052 0.27629052 0.27629052]
  [0.02130852 0.02130852 0.02130852]]

 [[0.02521008 0.02521008 0.02521008]
  [0.3422569  0.3422569  0.3422569 ]
  [0.39741897 0.39741897 0.39741897]
  ...
  [0.54739896 0.54739896 0.54739896]
  [0.28441377 0.28441377 0.28441377]
  [0.01564626 0.01564626 0.01564626]]

 ...

 [[0.01982793 0.01982793 0.01982793]
  [0.2645058  0.2645058  0.2645058 ]
  [0.25554222 0.25554222 0.25554222]
  ...
  [0.40252101 0.40252101 0.40252101]
  [0.53907563 0.53907563 0.53907563]
  [0.04105642 0.04105642 0.04105642]]

 [[0.03285314 0.03285314 0.03285314]
  [0.43953581 0.43953581 0.43953581]
  [0.42292917 0.42292917 0.42292917]
  ...
  [0.68809524 0.68809524 0.68809524]
  [0.90318127 0.90318127 0.90318127]
  [0.06770708 0.06770708 0.06770708]]

 [[0.03943577 0.03943577 0.03943577]
  [0.49261705 0.49261705 0.49261705]
  [0.32813125 0.32813125 0.32813125]
  ...
  [0.80992397 0.80992397 0.80992397]
  [0.977491   0.977491   0.977491  ]
  [0.07142857 0.07142857 0.07142857]]]",healthy
"[[[0.01758703 0.01758703 0.01758703]
  [0.03693477 0.03693477 0.03693477]
  [0.05078031 0.05078031 0.05078031]
  ...
  [0.02430972 0.02430972 0.02430972]
  [0.02114846 0.02114846 0.02114846]
  [0.08005202 0.08005202 0.08005202]]

 [[0.03207283 0.03207283 0.03207283]
  [0.02981192 0.02981192 0.02981192]
  [0.04495798 0.04495798 0.04495798]
  ...
  [0.0297519  0.0297519  0.0297519 ]
  [0.05134054 0.05134054 0.05134054]
  [0.0635054  0.0635054  0.0635054 ]]

 [[0.06404562 0.06404562 0.06404562]
  [0.0452581  0.0452581  0.0452581 ]
  [0.0520008  0.0520008  0.0520008 ]
  ...
  [0.04931973 0.04931973 0.04931973]
  [0.09945978 0.09945978 0.09945978]
  [0.05630252 0.05630252 0.05630252]]

 ...

 [[0.04241697 0.04241697 0.04241697]
  [0.0704882  0.0704882  0.0704882 ]
  [0.03727491 0.03727491 0.03727491]
  ...
  [0.03643457 0.03643457 0.03643457]
  [0.03445378 0.03445378 0.03445378]
  [0.02164866 0.02164866 0.02164866]]

 [[0.03583433 0.03583433 0.03583433]
  [0.06372549 0.06372549 0.06372549]
  [0.08983593 0.08983593 0.08983593]
  ...
  [0.04501801 0.04501801 0.04501801]
  [0.04071629 0.04071629 0.04071629]
  [0.01892757 0.01892757 0.01892757]]

 [[0.04027611 0.04027611 0.04027611]
  [0.04715886 0.04715886 0.04715886]
  [0.02995198 0.02995198 0.02995198]
  ...
  [0.05382153 0.05382153 0.05382153]
  [0.0239896  0.0239896  0.0239896 ]
  [0.00878351 0.00878351 0.00878351]]]",healthy
"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]",healthy
"[[[0.91346539 0.91346539 0.91346539]
  [0.91092437 0.91092437 0.91092437]
  [0.91540616 0.91540616 0.91540616]
  ...
  [0.92128852 0.92128852 0.92128852]
  [0.92436975 0.92436975 0.92436975]
  [0.92521008 0.92521008 0.92521008]]

 [[0.91378551 0.91378551 0.91378551]
  [0.91540616 0.91540616 0.91540616]
  [0.91988796 0.91988796 0.91988796]
  ...
  [0.91710684 0.91710684 0.91710684]
  [0.91922769 0.91922769 0.91922769]
  [0.91988796 0.91988796 0.91988796]]

 [[0.91130452 0.91130452 0.91130452]
  [0.91768707 0.91768707 0.91768707]
  [0.92436975 0.92436975 0.92436975]
  ...
  [0.91512605 0.91512605 0.91512605]
  [0.91262505 0.91262505 0.91262505]
  [0.91102441 0.91102441 0.91102441]]

 ...

 [[0.9022409  0.9022409  0.9022409 ]
  [0.90756303 0.90756303 0.90756303]
  [0.91652661 0.91652661 0.91652661]
  ...
  [0.93193277 0.93193277 0.93193277]
  [0.93531413 0.93531413 0.93531413]
  [0.93585434 0.93585434 0.93585434]]

 [[0.90532213 0.90532213 0.90532213]
  [0.91064426 0.91064426 0.91064426]
  [0.9185074  0.9185074  0.9185074 ]
  ...
  [0.93391357 0.93391357 0.93391357]
  [0.9394958  0.9394958  0.9394958 ]
  [0.94033613 0.94033613 0.94033613]]

 [[0.90616246 0.90616246 0.90616246]
  [0.91148459 0.91148459 0.91148459]
  [0.91904762 0.91904762 0.91904762]
  ...
  [0.93809524 0.93809524 0.93809524]
  [0.94397759 0.94397759 0.94397759]
  [0.94481793 0.94481793 0.94481793]]]",healthy
"[[[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 ...

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]]",healthy
"[[[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 ...

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]

 [[1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]
  ...
  [1. 1. 1.]
  [1. 1. 1.]
  [1. 1. 1.]]]",healthy
"[[[0.92072829 0.92072829 0.92072829]
  [0.90560224 0.90560224 0.90560224]
  [0.89439776 0.89439776 0.89439776]
  ...
  [0.9177471  0.9177471  0.9177471 ]
  [0.89669868 0.89669868 0.89669868]
  [0.88261305 0.88261305 0.88261305]]

 [[0.92156863 0.92156863 0.92156863]
  [0.90644258 0.90644258 0.90644258]
  [0.89493798 0.89493798 0.89493798]
  ...
  [0.91008403 0.91008403 0.91008403]
  [0.88487395 0.88487395 0.88487395]
  [0.87182873 0.87182873 0.87182873]]

 [[0.92204882 0.92204882 0.92204882]
  [0.91042417 0.91042417 0.91042417]
  [0.90112045 0.90112045 0.90112045]
  ...
  [0.89781913 0.89781913 0.89781913]
  [0.87971188 0.87971188 0.87971188]
  [0.86794718 0.86794718 0.86794718]]

 ...

 [[0.93167267 0.93167267 0.93167267]
  [0.9180072  0.9180072  0.9180072 ]
  [0.90770308 0.90770308 0.90770308]
  ...
  [0.92515006 0.92515006 0.92515006]
  [0.91306523 0.91306523 0.91306523]
  [0.89885954 0.89885954 0.89885954]]

 [[0.94793918 0.94793918 0.94793918]
  [0.9432573  0.9432573  0.9432573 ]
  [0.92703081 0.92703081 0.92703081]
  ...
  [0.94817927 0.94817927 0.94817927]
  [0.93835534 0.93835534 0.93835534]
  [0.92645058 0.92645058 0.92645058]]

 [[0.95292117 0.95292117 0.95292117]
  [0.95858343 0.95858343 0.95858343]
  [0.94783914 0.94783914 0.94783914]
  ...
  [0.96116447 0.96116447 0.96116447]
  [0.96034414 0.96034414 0.96034414]
  [0.95548219 0.95548219 0.95548219]]]",healthy
"[[[0.92136855 0.92136855 0.92136855]
  [0.93363345 0.93363345 0.93363345]
  [0.93493397 0.93493397 0.93493397]
  ...
  [0.90694278 0.90694278 0.90694278]
  [0.89781913 0.89781913 0.89781913]
  [0.93053221 0.93053221 0.93053221]]

 [[0.91486595 0.91486595 0.91486595]
  [0.92643057 0.92643057 0.92643057]
  [0.90452181 0.90452181 0.90452181]
  ...
  [0.91770708 0.91770708 0.91770708]
  [0.90252101 0.90252101 0.90252101]
  [0.92821128 0.92821128 0.92821128]]

 [[0.92841136 0.92841136 0.92841136]
  [0.90746299 0.90746299 0.90746299]
  [0.91164466 0.91164466 0.91164466]
  ...
  [0.92953181 0.92953181 0.92953181]
  [0.92965186 0.92965186 0.92965186]
  [0.91354542 0.91354542 0.91354542]]

 ...

 [[0.91128451 0.91128451 0.91128451]
  [0.95568227 0.95568227 0.95568227]
  [0.92763105 0.92763105 0.92763105]
  ...
  [0.92126851 0.92126851 0.92126851]
  [0.90046018 0.90046018 0.90046018]
  [0.8912565  0.8912565  0.8912565 ]]

 [[0.92372949 0.92372949 0.92372949]
  [0.95006002 0.95006002 0.95006002]
  [0.92685074 0.92685074 0.92685074]
  ...
  [0.92535014 0.92535014 0.92535014]
  [0.91166467 0.91166467 0.91166467]
  [0.90708283 0.90708283 0.90708283]]

 [[0.9414966  0.9414966  0.9414966 ]
  [0.95830332 0.95830332 0.95830332]
  [0.95106042 0.95106042 0.95106042]
  ...
  [0.9279912  0.9279912  0.9279912 ]
  [0.89885954 0.89885954 0.89885954]
  [0.9020008  0.9020008  0.9020008 ]]]",healthy
"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]",healthy
